#Region,Chromosome,Start_position,End_position,Pass_or_flag,Read count,Median coverage,Minimum coverage,Median quality coverage,Minimum quality coverage,Maximum fraction of low mapping quality,Maximum fraction of low base quality
chr8_p21.2_014_rs1842646,chr8,26743873,26743993,FLAG,53,42.0,25,42.0,25,0.0,0.042
chr8_p21.2_015_rs10649608,chr8,27002745,27002865,FLAG,33,31.0,10,31.0,9,0.0,0.29
chr8_p21.2_016_rs1367088,chr8,27262135,27262255,FLAG,46,41.5,24,41.0,24,0.0,0.05
chr8_p21.1_001_rs518570,chr8,27529866,27529986,FLAG,45,41.0,22,41.0,21,0.0,0.045
chr8_p21.1_002_rs150648947,chr8,27773382,27773502,FLAG,16,16.0,8,15.0,8,0.0,0.083
chr8_p21.1_003_rs3857878,chr8,28034804,28034924,FLAG,22,20.0,8,20.0,7,0.0,0.154
chr8_p21.1_004_rs1060411,chr8,28302705,28302825,FLAG,34,27.5,17,27.0,16,0.0,0.111
chr8_p21.1_005_rs145493725,chr8,28435672,28435792,FLAG,36,30.0,16,30.0,16,0.0,0.077
chr8_p12_001_rs3830316,chr8,28908814,28908934,FLAG,65,54.0,28,54.0,28,0.0,0.042
chr8_p12_002_rs6991271,chr8,29063112,29063232,FLAG,27,22.0,13,22.0,12,0.0,0.095
chr8_p12_003_rs3057076,chr8,29317351,29317471,FLAG,21,15.0,8,15.0,8,0.0,0.067
chr8_p12_004_rs6558143,chr8,29541946,29542066,FLAG,5,5.0,3,5.0,3,0.0,0.0
chr8_p12_005_rs6987138,chr8,29850669,29850789,FLAG,35,31.0,18,31.0,18,0.0,0.05
chr8_p12_006_rs16876814,chr8,30145392,30145512,FLAG,21,17.0,9,17.0,8,0.0,0.2
chr8_p12_007_rs4147357,chr8,30344384,30344504,FLAG,35,32.0,21,32.0,20,0.0,0.094
chr8_p12_008_rs10503872,chr8,30436971,30437091,FLAG,37,33.0,12,33.0,12,0.0,0.033
chr8_p12_009_rs2725380,chr8,30973174,30973294,FLAG,11,11.0,7,11.0,7,0.0,0.182
chr8_p12_010_rs11782945,chr8,31081946,31082066,FLAG,18,17.0,11,17.0,10,0.0,0.167
chr8_p12_011_rs2033671,chr8,31320813,31320933,FLAG,9,8.0,5,8.0,4,0.0,0.2
chr8_p12_012_rs35705418,chr8,31511411,31511531,FLAG,24,24.0,11,23.0,11,0.0,0.125
chr8_p12_013_rs1381877,chr8,31897797,31897917,FLAG,15,15.0,9,15.0,8,0.0,0.133
chr8_p12_014_rs4317533,chr8,32170707,32170827,FLAG,33,30.0,9,30.0,9,0.0,0.053
chr8_p12_015_rs538432214,chr8,32398965,32399085,FLAG,14,14.0,5,14.0,5,0.0,0.286
chr8_p12_016_rs11390954,chr8,32603639,32603759,FLAG,29,24.0,18,24.0,16,0.0,0.111
chr8_p12_017_rs12549251,chr8,33004527,33004647,FLAG,16,13.0,4,13.0,4,0.0,0.143
chr8_p12_018_rs34583065,chr8,33284380,33284500,FLAG,58,51.0,22,51.0,22,0.0,0.037
chr8_p12_019_rs976049,chr8,33439067,33439187,FLAG,41,36.0,17,36.0,17,0.0,0.194
chr8_p12_020_rs17700425,chr8,33691407,33691527,FLAG,24,18.0,11,17.5,10,0.0,0.118
chr8_p12_021_rs999627,chr8,33997859,33997979,FLAG,9,9.0,1,9.0,1,0.0,0.444
chr8_p12_022_rs1348639,chr8,34250879,34250999,FLAG,15,12.0,8,12.0,8,0.0,0.083
chr8_p12_023_rs4455823,chr8,34524419,34524539,FLAG,52,41.0,19,41.0,19,0.0,0.148
chr8_p12_024_rs6468296,chr8,34792056,34792176,FLAG,20,18.0,6,18.0,6,0.0,0.111
chr8_p12_025_rs896303,chr8,34977143,34977263,FLAG,22,19.0,15,19.0,14,0.0,0.176
chr8_p12_026_rs7824542,chr8,35271994,35272114,FLAG,5,5.0,2,4.0,2,0.0,0.25
chr8_p12_027_rs2897290,chr8,35314777,35314897,FLAG,12,11.0,7,11.0,7,0.0,0.182
chr8_p12_028_rs11450316,chr8,36108837,36108957,FLAG,61,52.0,32,51.0,32,0.0,0.278
chr8_p12_029_rs4739319,chr8,36418583,36418703,FLAG,44,32.0,25,32.0,23,0.0,0.08
chr8_p11.23_001_rs10108041,chr8,36776207,36776327,FLAG,15,14.0,6,14.0,5,0.0,0.167
chr8_p11.23_002_rs7843213;rs565336389,chr8,37045269,37045389,FLAG,55,49.0,17,49.0,17,0.0,0.08
chr8_p11.23_003_rs3843018,chr8,37218592,37218712,FLAG,27,25.0,12,24.5,12,0.0,0.167
chr8_p11.23_004_rs6989303,chr8,37469254,37469374,FLAG,61,44.5,30,44.0,29,0.0,0.08
chr8_p11.23_005_rs4496654,chr8,37758590,37758710,FLAG,54,48.0,25,47.0,23,0.0,0.082
chr8_p11.23_006_rs6983315,chr8,38299359,38299479,FLAG,37,26.0,17,26.0,17,0.0,0.1
chr8_p11.23_007_rs6987534,chr8,38299655,38299775,FLAG,24,20.0,10,20.0,10,0.0,0.05
chr8_p11.22_001_rs35177010,chr8,38553914,38554034,FLAG,20,20.0,6,20.0,6,0.0,0.143
chr8_p11.22_002_rs62504404,chr8,38806008,38806128,FLAG,23,21.0,4,21.0,4,0.0,0.071
chr8_p11.22_003_rs10113423,chr8,39174035,39174155,FLAG,22,20.5,11,20.0,11,0.0,0.118
chr8_p11.22_004_rs4518630,chr8,39418258,39418378,FLAG,9,8.0,1,6.0,1,0.286,0.143
chr8_p11.22_005_rs10091293,chr8,39612263,39612383,FLAG,11,11.0,9,11.0,8,0.0,0.182
chr8_p11.21_001_rs78494312;rs5891075;rs5891075;rs5891075;rs5891075,chr8,39871238,39871358,FLAG,8,8.0,3,8.0,3,0.0,0.25
chr8_p11.21_002_rs2168282,chr8,40164800,40164920,FLAG,21,17.0,2,16.0,2,0.0,0.118
chr8_p11.21_003_rs34971053,chr8,40376805,40376925,FLAG,21,17.0,5,16.5,5,0.0,0.231
chr8_p11.21_004_rs11782131,chr8,40635745,40635865,FLAG,4,4.0,3,4.0,3,0.0,0.0
chr8_p11.21_005_rs3847180,chr8,40836533,40836653,FLAG,23,19.0,9,19.0,9,0.0,0.143
chr8_p11.21_006_rs4336599,chr8,41141448,41141568,FLAG,37,32.0,16,32.0,16,0.0,0.031
chr8_p11.21_007_rs10682591,chr8,41405402,41405522,FLAG,31,27.0,13,27.0,13,0.0,0.053
chr8_p11.21_008_rs6981637,chr8,41722639,41722759,FLAG,30,25.0,14,25.0,14,0.0,0.105
chr8_p11.21_009_rs35961436,chr8,41895149,41895269,FLAG,17,15.0,11,14.0,9,0.0,0.353
chr8_p11.21_010_rs1058720,chr8,42044894,42045014,FLAG,51,38.0,22,37.5,22,0.0,0.033
chr8_p11.21_011_rs2923442,chr8,42435433,42435553,FLAG,22,19.0,13,19.0,13,0.0,0.0
chr8_q11.1_001_rs374267125,chr8,47526939,47527059,FLAG,58,53.0,17,52.0,17,0.0,0.105
chr8_q11.1_002_rs67291052,chr8,47947381,47947501,FLAG,25,24.0,9,24.0,8,0.0,0.182
chr8_q11.1_003_rs10086987,chr8,48089471,48089591,FLAG,45,38.0,18,38.0,17,0.0,0.088
chr8_q11.21_001_rs10712418,chr8,48266215,48266335,FLAG,12,12.0,6,10.0,6,0.1,0.111
chr8_q11.21_002_rs4873788,chr8,49111100,49111220,FLAG,27,23.5,9,23.5,9,0.0,0.045
chr8_q11.21_003_rs35517917,chr8,50847892,50848012,FLAG,33,31.0,15,31.0,15,0.0,0.105
chr8_q11.21_004_rs564292866;rs530809003,chr8,51664481,51664601,FLAG,20,17.0,5,17.0,5,0.0,0.143
chr8_q11.21_005_rs12114420,chr8,52017745,52017865,FLAG,27,21.0,12,21.0,12,0.0,0.105
chr8_q11.21_006_rs9298437,chr8,52147424,52147544,FLAG,14,14.0,9,14.0,9,0.0,0.1
chr8_q11.22_001_rs16916610,chr8,52528730,52528850,FLAG,37,29.0,13,29.0,13,0.0,0.059
chr8_q11.23_001_rs17201,chr8,52949182,52949302,FLAG,12,12.0,7,12.0,7,0.0,0.111
chr8_q11.23_002_rs34136709,chr8,53322040,53322160,FLAG,38,35.5,13,35.0,12,0.0,0.167
chr8_q11.23_003_rs200842372;rs34430102;rs557520663;rs557520663;rs537684637,chr8,53452299,53452419,FLAG,18,12.0,9,12.0,9,0.0,0.182
chr8_q11.23_004_rs11780727,chr8,53766203,53766323,FLAG,20,17.0,13,17.0,13,0.0,0.1
chr8_q11.23_005_rs12676745,chr8,53840568,53840688,FLAG,19,19.0,8,17.0,8,0.0,0.158
chr8_q11.23_006_rs977239,chr8,54313845,54313965,FLAG,28,22.0,3,22.0,3,0.0,0.05
chr8_q11.23_007_rs11781639,chr8,54505039,54505159,FLAG,15,13.0,1,13.0,1,0.0,0.167
chr8_q11.23_008_rs13255239,chr8,54580271,54580391,FLAG,43,36.0,15,36.0,15,0.0,0.105
chr8_q11.23_009_rs311394,chr8,55083272,55083392,FLAG,28,27.0,8,27.0,8,0.0,0.105
chr8_q11.23_010_rs10109752,chr8,55301882,55302002,FLAG,14,13.0,6,13.0,6,0.0,0.091
chr8_q12.1_001_rs138430898,chr8,55567951,55568071,FLAG,13,13.0,8,13.0,8,0.0,0.154
chr8_q12.1_002_rs7015114,chr8,55770217,55770337,FLAG,71,56.0,28,56.0,28,0.0,0.102
chr8_q12.1_003_rs7827601,chr8,55914254,55914374,FLAG,18,17.0,10,17.0,9,0.0,0.118
chr8_q12.1_004_rs11381160,chr8,56322065,56322185,FLAG,30,26.0,14,25.0,14,0.0,0.1
chr8_q12.1_005_rs7460004,chr8,56589368,56589488,FLAG,18,15.0,6,14.0,5,0.0,0.167
chr8_q12.1_006_rs13249338,chr8,56847110,56847230,FLAG,71,60.0,22,60.0,22,0.0,0.045
chr8_q12.1_007_rs201705622,chr8,57172767,57172887,FLAG,31,29.0,15,28.0,15,0.0,0.367
chr8_q12.1_008_rs2609987,chr8,57374750,57374870,FLAG,7,7.0,4,7.0,4,0.0,0.143
chr8_q12.1_009_rs7840119,chr8,57593903,57594023,FLAG,1,1.0,0,1.0,0,.,.
chr8_q12.1_010_rs7829576,chr8,57826338,57826458,FLAG,14,13.0,9,13.0,8,0.0,0.111
chr8_q12.1_011_rs4541915,chr8,57982730,57982850,FLAG,17,16.0,14,16.0,14,0.0,0.067
chr8_q12.1_012_rs921421,chr8,58457324,58457444,FLAG,18,17.0,8,17.0,8,0.0,0.111
chr8_q12.1_013_rs4427157,chr8,58639305,58639425,FLAG,38,32.0,12,32.0,12,0.0,0.103
chr8_q12.1_014_rs34348379,chr8,58900704,58900824,FLAG,13,13.0,7,13.0,6,0.0,0.154
chr8_q12.1_015_rs551609801,chr8,59150131,59150251,FLAG,4,4.0,3,4.0,2,0.0,0.5
chr8_q12.1_016_rs13251096,chr8,59417724,59417844,FLAG,17,16.5,5,16.0,5,0.0,0.143
chr8_q12.1_017_rs17209226,chr8,59654768,59654888,FLAG,23,18.0,9,18.0,9,0.0,0.15
chr8_q12.1_018_rs10957077,chr8,59934106,59934226,FLAG,15,14.5,2,14.0,2,0.0,0.333
chr8_q12.1_019_rs3110127,chr8,60130236,60130356,FLAG,14,14.0,6,14.0,6,0.0,0.091
chr8_q12.1_020_rs4738781,chr8,60522818,60522938,FLAG,25,19.0,11,19.0,10,0.0,0.091
chr8_q12.1_021_rs7845438,chr8,60757520,60757640,FLAG,60,51.0,31,51.0,31,0.0,0.128
chr8_q12.1_022_rs562271,chr8,60956011,60956131,FLAG,38,31.0,15,31.0,15,0.0,0.056
chr8_q12.1_023_rs35724309,chr8,61186655,61186775,FLAG,52,43.0,20,43.0,20,0.0,0.042
chr8_q12.1_024_rs2326568,chr8,61475214,61475334,FLAG,12,11.0,9,11.0,9,0.0,0.182
chr8_q12.2_001_rs7825402,chr8,61811674,61811794,FLAG,24,20.0,14,20.0,13,0.0,0.071
chr8_q12.2_002_rs3889429,chr8,61991750,61991870,FLAG,19,16.0,9,16.0,9,0.0,0.154
chr8_q12.3_001_rs28419747,chr8,62257195,62257315,FLAG,22,19.0,12,19.0,12,0.0,0.059
chr8_q12.3_002_rs35550451,chr8,62531610,62531730,FLAG,4,4.0,2,4.0,2,0.0,0.333
chr8_q12.3_003_rs11780347,chr8,62738947,62739067,FLAG,22,16.0,8,16.0,7,0.0,0.125
chr8_q12.3_004_rs10097272,chr8,63272153,63272273,FLAG,37,29.0,14,29.0,14,0.0,0.069
chr8_q12.3_005_rs10706663,chr8,63556933,63557053,FLAG,20,20.0,9,20.0,9,0.0,0.0
chr8_q12.3_006_rs13274287,chr8,63776680,63776800,FLAG,32,25.0,13,25.0,13,0.0,0.059
chr8_q12.3_007_rs59213561,chr8,64036887,64037007,FLAG,18,18.0,12,18.0,12,0.0,0.143
chr8_q12.3_008_rs10112358,chr8,64296823,64296943,FLAG,15,13.0,5,13.0,4,0.0,0.2
chr8_q12.3_009_rs11373251,chr8,64461175,64461295,FLAG,14,14.0,7,14.0,7,0.0,0.2
chr8_q12.3_010_rs12675807,chr8,64811402,64811522,FLAG,21,17.5,9,17.0,8,0.0,0.2
chr8_q12.3_011_rs7828268,chr8,65047726,65047846,FLAG,35,32.0,20,32.0,20,0.0,0.04
chr8_q12.3_012_rs298191,chr8,65271801,65271921,FLAG,34,29.0,10,29.0,10,0.0,0.147
chr8_q12.3_013_rs4486246,chr8,65582577,65582697,FLAG,28,25.0,16,25.0,15,0.0,0.118
chr8_q12.3_014_rs4548219,chr8,65803625,65803745,FLAG,20,20.0,13,20.0,13,0.0,0.067
chr8_q13.1_001_rs4324954,chr8,66082525,66082645,FLAG,28,27.0,12,27.0,12,0.0,0.059
chr8_q13.1_002_rs112531743,chr8,66364986,66365106,FLAG,48,37.0,16,37.0,15,0.0,0.063
chr8_q13.1_003_rs953593,chr8,66631912,66632032,FLAG,17,15.0,11,15.0,11,0.0,0.063
chr8_q13.1_004_rs10808747,chr8,66676979,66677099,FLAG,22,20.0,12,20.0,11,0.0,0.133
chr8_q13.1_005_rs2446430,chr8,67120875,67120995,FLAG,37,35.0,13,35.0,13,0.0,0.053
chr8_q13.1_006_rs2719008,chr8,67383724,67383844,FLAG,26,26.0,5,25.0,4,0.0,0.2
chr8_q13.2_001_rs10085934,chr8,68474261,68474381,FLAG,27,23.0,11,23.0,10,0.0,0.091
chr8_q13.2_002_rs2114049,chr8,68633619,68633739,FLAG,12,11.0,4,11.0,4,0.0,0.125
chr8_q13.2_003_rs4737880,chr8,68907735,68907855,FLAG,17,17.0,9,16.5,9,0.0,0.1
chr8_q13.2_004_rs4570138,chr8,69170435,69170555,FLAG,6,6.0,1,6.0,1,0.0,0.2
chr8_q13.2_005_rs57979584,chr8,69437957,69438077,FLAG,35,27.0,13,26.0,13,0.0,0.083
chr8_q13.2_006_rs12155640,chr8,69732751,69732871,FLAG,27,23.0,11,22.5,11,0.0,0.111
chr8_q13.2_007_rs650332,chr8,69995685,69995805,FLAG,12,12.0,4,11.0,3,0.0,0.25
chr8_q13.2_008_rs1350887,chr8,70206556,70206676,FLAG,15,15.0,8,13.0,8,0.0,0.133
chr8_q13.2_009_rs10635098,chr8,70457351,70457471,FLAG,7,6.5,0,6.0,0,.,.
chr8_q13.3_001_rs7818415,chr8,70727603,70727723,FLAG,13,11.0,6,11.0,6,0.0,0.111
chr8_q13.3_002_rs10101704,chr8,70959875,70959995,FLAG,21,19.0,6,18.0,6,0.0,0.095
chr8_q13.3_003_rs6472527,chr8,71336015,71336135,FLAG,39,32.0,10,32.0,10,0.0,0.091
chr8_q13.3_004_rs71560423,chr8,71506480,71506600,FLAG,16,16.0,9,16.0,8,0.0,0.231
chr8_q13.3_005_rs13251367,chr8,72001871,72001991,FLAG,16,13.0,8,13.0,8,0.0,0.1
chr8_q13.3_006_rs12543430,chr8,72277950,72278070,FLAG,38,32.0,23,31.5,23,0.0,0.042
chr8_q13.3_007_rs7463630,chr8,72616544,72616664,FLAG,6,6.0,3,6.0,3,0.0,0.0
chr8_q13.3_008_rs979450,chr8,72757452,72757572,FLAG,27,23.0,16,23.0,15,0.0,0.091
chr8_q13.3_009_rs7013415,chr8,73038391,73038511,FLAG,22,16.0,10,16.0,10,0.0,0.091
chr8_q13.3_010_rs4738242,chr8,73333463,73333583,FLAG,7,7.0,6,7.0,6,0.0,0.143
chr8_q13.3_011_rs144513732,chr8,73660786,73660906,FLAG,8,8.0,5,8.0,4,0.0,0.2
chr8_q13.3_012_rs7018299,chr8,73745730,73745850,FLAG,32,26.5,11,26.0,11,0.0,0.091
chr8_q21.11_001_rs34124008,chr8,74058402,74058522,FLAG,26,22.0,11,22.0,11,0.0,0.105
chr8_q21.11_002_rs13256021,chr8,74329736,74329856,FLAG,25,24.0,3,24.0,3,0.0,0.167
chr8_q21.11_003_rs716009,chr8,74502849,74502969,FLAG,33,26.0,10,26.0,10,0.0,0.083
chr8_q21.11_004_rs12682285,chr8,74887989,74888109,FLAG,29,24.0,17,23.5,16,0.0,0.077
chr8_q21.11_005_rs4385459,chr8,75096931,75097051,FLAG,44,37.0,12,37.0,12,0.0,0.063
chr8_q21.11_006_rs2588302,chr8,75572871,75572991,FLAG,26,24.0,7,24.0,7,0.0,0.111
chr8_q21.11_007_rs1122317,chr8,75807879,75807999,FLAG,40,36.0,25,36.0,24,0.0,0.04
chr8_q21.11_008_rs12547658,chr8,76121764,76121884,FLAG,13,13.0,5,13.0,5,0.0,0.077
chr8_q21.11_009_rs2980248,chr8,76327860,76327980,FLAG,45,38.0,20,37.0,20,0.0,0.103
chr8_q21.11_010_rs2596126,chr8,76640561,76640681,FLAG,21,19.0,12,18.0,12,0.0,0.167
chr8_q21.11_011_rs12234917,chr8,76894610,76894730,FLAG,32,29.0,14,29.0,13,0.0,0.158
chr8_q21.11_012_rs4735716,chr8,77099490,77099610,FLAG,13,13.0,7,12.0,7,0.0,0.182
chr8_q21.11_013_rs541586545;rs573816227,chr8,77464869,77464989,FLAG,29,26.0,19,25.0,18,0.053,0.207
chr8_q21.11_014_rs5892567,chr8,77744178,77744298,FLAG,23,23.0,7,22.0,6,0.0,0.222
chr8_q21.11_015_rs11428396,chr8,77920949,77921069,FLAG,13,13.0,7,12.5,7,0.0,0.154
chr8_q21.11_016_rs11268690,chr8,78186414,78186534,FLAG,3,3.0,0,3.0,0,.,.
chr8_q21.12_001_rs447981,chr8,78498730,78498850,FLAG,30,25.0,11,25.0,11,0.0,0.071
chr8_q21.12_002_rs4739173,chr8,78756452,78756572,FLAG,14,13.0,5,13.0,5,0.0,0.167
chr8_q21.12_003_rs2368508,chr8,78951218,78951338,FLAG,25,21.0,12,21.0,10,0.0,0.167
chr8_q21.12_004_rs7837628,chr8,79147584,79147704,FLAG,10,10.0,7,10.0,6,0.0,0.4
chr8_q21.12_005_rs5892663,chr8,79629678,79629798,FLAG,21,18.0,9,18.0,9,0.0,0.059
chr8_q21.12_006_rs16906161,chr8,79750704,79750824,FLAG,44,39.0,19,38.5,18,0.0,0.053
chr8_q21.12_007_rs11293581,chr8,79937942,79938062,FLAG,39,37.0,14,36.0,14,0.0,0.086
chr8_q21.13_001_rs34633433,chr8,80152138,80152258,FLAG,51,41.0,28,41.0,28,0.0,0.135
chr8_q21.13_002_rs35355472,chr8,80478897,80479017,FLAG,17,17.0,8,16.0,7,0.0,0.143
chr8_q21.13_003_rs450638,chr8,80764993,80765113,FLAG,22,15.0,11,15.0,11,0.0,0.095
chr8_q21.13_004_rs3053827,chr8,81034198,81034318,FLAG,7,6.0,5,6.0,4,0.0,0.333
chr8_q21.13_005_rs6473223,chr8,81268095,81268215,FLAG,10,8.0,4,8.0,3,0.0,0.25
chr8_q21.13_006_rs384026,chr8,81485551,81485671,FLAG,41,35.0,19,35.0,19,0.0,0.095
chr8_q21.13_007_rs34975683,chr8,81803992,81804112,FLAG,46,45.0,28,44.0,26,0.0,0.071
chr8_q21.13_008_rs4739783,chr8,82000231,82000351,FLAG,21,21.0,8,21.0,8,0.0,0.2
chr8_q21.13_009_rs33922225,chr8,82293034,82293154,FLAG,19,16.0,7,16.0,7,0.0,0.083
chr8_q21.13_010_rs113653252,chr8,82651593,82651713,FLAG,5,5.0,3,5.0,2,0.0,0.6
chr8_q21.13_011_rs59338304,chr8,82888033,82888153,FLAG,36,28.0,14,26.0,12,0.0,0.219
chr8_q21.13_012_rs34735181,chr8,83169730,83169850,FLAG,13,12.5,9,12.0,9,0.0,0.077
chr8_q21.13_013_rs2895814,chr8,83322981,83323101,FLAG,19,17.0,6,17.0,6,0.0,0.071
chr8_q21.13_014_rs7823892,chr8,83611321,83611441,FLAG,11,11.0,3,11.0,3,0.0,0.333
chr8_q21.13_015_rs7813200,chr8,83734051,83734171,FLAG,12,10.0,6,10.0,5,0.0,0.167
chr8_q21.13_016_rs6998173,chr8,84088761,84088881,FLAG,24,19.0,14,19.0,14,0.0,0.111
chr8_q21.13_017_rs1552548,chr8,84389811,84389931,FLAG,22,19.0,12,19.0,12,0.0,0.125
chr8_q21.2_001_rs12544076,chr8,84618409,84618529,FLAG,10,10.0,3,10.0,3,0.0,0.111
chr8_q21.2_002_rs1442049,chr8,84938341,84938461,FLAG,30,26.0,10,26.0,10,0.0,0.053
chr8_q21.2_003_rs1550210,chr8,85121455,85121575,FLAG,22,19.0,4,19.0,4,0.0,0.045
chr8_q21.2_004_rs13276680,chr8,85384854,85384974,FLAG,13,12.0,9,12.0,8,0.0,0.111
chr8_q21.2_005_rs1393990,chr8,85464679,85464799,FLAG,14,13.0,4,13.0,4,0.0,0.111
chr8_q21.2_006_rs1949827,chr8,85878981,85879101,FLAG,15,11.0,5,11.0,5,0.0,0.25
chr8_q21.2_007_rs34150174,chr8,86158157,86158277,FLAG,30,26.0,17,26.0,17,0.0,0.059
chr8_q21.2_008_rs77895131,chr8,86375938,86376058,FLAG,14,14.0,9,13.0,7,0.0,0.222
chr8_q21.3_001_rs10663435,chr8,87006689,87006809,FLAG,2,2.0,1,2.0,1,0.0,0.5
chr8_q21.3_002_rs10956310,chr8,87188745,87188865,FLAG,19,18.5,12,18.0,12,0.0,0.067
chr8_q21.3_003_rs549340375;rs563530379;rs532366386,chr8,87455010,87455130,FLAG,9,9.0,8,9.0,7,0.0,0.125
chr8_q21.3_004_rs28451864,chr8,87679717,87679837,FLAG,55,45.0,23,45.0,23,0.0,0.044
chr8_q21.3_005_rs36089043,chr8,87958877,87958997,FLAG,2,2.0,2,2.0,1,0.0,0.5
chr8_q21.3_006_rs4961016,chr8,88253111,88253231,FLAG,36,29.0,11,29.0,11,0.0,0.061
chr8_q21.3_007_rs36077409,chr8,88500939,88501059,FLAG,1,1.0,1,1.0,1,0.0,0.0
chr8_q21.3_008_rs7015072,chr8,88750294,88750414,FLAG,27,26.0,3,26.0,3,0.0,0.25
chr8_q21.3_009_rs1477915,chr8,88981480,88981600,FLAG,19,17.0,10,17.0,8,0.0,0.2
chr8_q21.3_010_rs1519938,chr8,89176553,89176673,FLAG,35,30.0,14,30.0,14,0.0,0.05
chr8_q21.3_011_rs10109897,chr8,89762949,89763069,FLAG,35,31.0,21,30.5,21,0.0,0.069
chr8_q21.3_012_rs13261113,chr8,90033270,90033390,FLAG,33,29.0,13,29.0,12,0.0,0.111
chr8_q21.3_013_rs12547059,chr8,90282751,90282871,FLAG,13,13.0,5,13.0,4,0.0,0.2
chr8_q21.3_014_rs1386648,chr8,90539891,90540011,FLAG,29,26.0,12,26.0,11,0.0,0.083
chr8_q21.3_015_rs42343,chr8,90808152,90808272,FLAG,3,3.0,2,3.0,1,0.0,0.5
chr8_q21.3_016_rs1011683,chr8,91020774,91020894,FLAG,99,75.0,30,75.0,30,0.0,0.061
chr8_q21.3_017_rs16904359,chr8,91333900,91334020,FLAG,49,36.0,20,36.0,20,0.0,0.073
chr8_q21.3_018_rs553680316;rs535101291,chr8,91559092,91559212,FLAG,18,17.0,10,17.0,10,0.0,0.083
chr8_q21.3_019_rs57746546,chr8,91705195,91705315,FLAG,13,12.0,7,12.0,7,0.0,0.083
chr8_q21.3_020_rs58278856,chr8,92069593,92069713,FLAG,19,19.0,7,19.0,6,0.0,0.143
chr8_q21.3_021_rs35766439,chr8,92300786,92300906,FLAG,47,38.0,13,38.0,13,0.0,0.043
chr8_q21.3_022_rs35613625,chr8,92563154,92563274,FLAG,28,25.0,15,24.0,14,0.0,0.227
chr8_q21.3_023_rs10096445,chr8,92874899,92875019,FLAG,30,25.0,15,25.0,15,0.0,0.095
chr8_q21.3_024_rs6471327,chr8,93195230,93195350,FLAG,3,3.0,2,3.0,2,0.0,0.0
chr8_q22.1_001_rs4601288,chr8,93454530,93454650,FLAG,29,23.0,17,23.0,17,0.0,0.115
chr8_q22.1_002_rs10956851,chr8,93639172,93639292,FLAG,44,37.5,23,36.5,22,0.0,0.074
chr8_q22.1_003_rs2461430,chr8,93683212,93683332,FLAG,37,33.0,23,33.0,23,0.0,0.074
chr8_q22.1_004_rs1483454,chr8,94114653,94114773,FLAG,24,22.0,7,22.0,7,0.0,0.13
chr8_q22.1_005_rs9657016,chr8,94400224,94400344,FLAG,19,17.0,11,17.0,10,0.0,0.091
chr8_q22.1_006_rs13251490,chr8,94646577,94646697,FLAG,35,31.0,14,31.0,14,0.0,0.097
chr8_q22.1_007_rs10105952,chr8,94897305,94897425,FLAG,29,26.0,11,25.0,10,0.05,0.091
chr8_q22.1_008_rs7833351,chr8,95182118,95182238,FLAG,47,40.0,25,40.0,25,0.0,0.067
chr8_q22.1_009_rs3019146,chr8,95414046,95414166,FLAG,17,17.0,6,17.0,6,0.0,0.125
chr8_q22.1_010_rs3045883,chr8,95679603,95679723,FLAG,18,18.0,7,16.5,7,0.0,0.278
chr8_q22.1_011_rs11408221;rs11408221;rs72676983,chr8,95938600,95938720,FLAG,25,23.0,10,22.0,7,0.0,0.3
chr8_q22.1_012_rs28673830,chr8,96229376,96229496,FLAG,42,39.0,22,38.0,22,0.0,0.128
chr8_q22.1_013_rs6471533,chr8,96470240,96470360,FLAG,31,25.0,15,25.0,15,0.0,0.053
chr8_q22.1_014_rs7825714,chr8,96702832,96702952,FLAG,18,18.0,11,18.0,11,0.0,0.067
chr8_q22.1_015_rs4236842,chr8,97009276,97009396,FLAG,40,35.0,12,35.0,12,0.0,0.059
chr8_q22.1_016_rs961075,chr8,97321838,97321958,FLAG,20,19.0,7,19.0,6,0.0,0.143
chr8_q22.1_017_rs920878,chr8,97481147,97481267,FLAG,45,38.0,28,38.0,28,0.0,0.032
chr8_q22.1_018_rs2319918,chr8,97735430,97735550,FLAG,0,0.0,0,0.0,0,.,.
chr8_q22.1_019_rs6468527,chr8,98025625,98025745,FLAG,22,17.5,10,17.0,10,0.0,0.067
chr8_q22.1_020_rs10429445,chr8,98232888,98233008,FLAG,34,31.5,16,31.0,14,0.0,0.125
chr8_q22.1_021_rs55864921,chr8,98594876,98594996,FLAG,18,17.0,11,17.0,11,0.0,0.125
chr8_q22.1_022_rs2258917,chr8,98760585,98760705,FLAG,29,22.5,11,22.0,11,0.0,0.077
chr8_q22.2_001_rs35203972,chr8,99020401,99020521,FLAG,42,39.5,11,39.0,11,0.0,0.063
chr8_q22.2_002_rs71303438,chr8,99243857,99243977,FLAG,19,17.0,9,16.0,9,0.0,0.167
chr8_q22.2_003_rs7013445,chr8,99527603,99527723,FLAG,46,38.0,18,38.0,18,0.0,0.05
chr8_q22.2_004_rs140996979,chr8,99531666,99531786,FLAG,8,8.0,4,8.0,3,0.0,0.286
chr8_q22.2_005_rs10808362,chr8,100191754,100191874,FLAG,17,15.0,10,15.0,10,0.0,0.125
chr8_q22.2_006_rs11332378,chr8,100287457,100287577,FLAG,21,21.0,11,20.0,11,0.0,0.238
chr8_q22.2_007_rs6994866,chr8,101021897,101022017,FLAG,11,11.0,5,11.0,5,0.0,0.111
